zip_code,centile,superzip,place,province_or_county,community,latitude,longitude,all_cancer_sites,tongue,mouth,breast,lungs,stomach,bladder,sex
609112,62.36887,0,Mannipallam,Nagapattinam,Sirkali,11.1955,79.6606,274,15,49,178,13,18,1,F
609113,62.35885,0,Tirumullaivasal,Nagapattinam,Sirkali,11.24,79.8371,274,15,49,178,13,18,1,F
609114,62.35265,0,Manigramam,Nagapattinam,Sirkali,11.1573,79.8135,274,15,49,178,13,18,1,F
609115,62.34291,0,Vettangudi,Nagapattinam,Sirkali,11.2691,79.8008,274,15,49,178,13,18,1,F
609116,62.32046,0,Valluvakudi,Nagapattinam,Sirkali,11.2072,79.6065,274,15,49,178,13,18,1,F
609117,62.28595,0,Vaithiswarankoil,Nagapattinam,Sirkali,11.712,79.5028,233,41,70,3,30,57,13,M
609118,62.24173,0,Solasakkaranallur,Nagapattinam,Mayiladuthurai,10.6823,79.3661,233,41,70,3,30,57,13,M
609201,62.22016,0,Talanayar Vsk,Nagapattinam,Sirkali,11.106,79.5953,274,15,49,178,13,18,1,F
609202,62.20694,0,Manalmedu East,Nagapattinam,Mayiladuthurai,11.2048,79.5702,274,15,49,178,13,18,1,F
609203,62.19915,0,Nidur,Nagapattinam,Mayiladuthurai,11.1331,79.6426,274,15,49,178,13,18,1,F
609204,62.18066,0,Tirumeniarkoil,Nagapattinam,Mayiladuthurai,11.106,79.5953,274,15,49,178,13,18,1,F
609205,62.17328,0,Pulavanur,Nagapattinam,Mayiladuthurai,10.8494,79.7389,233,41,70,3,30,57,13,M
609301,62.17023,0,Kalamanallur,Nagapattinam,Tarangambadi,11.0997,79.8479,233,41,70,3,30,57,13,M
609302,62.14326,0,Elayalur,Nagapattinam,Tharangambadi,11.1915,79.7129,274,15,49,178,13,18,1,F
609303,62.11371,0,Kattuchery,Nagapattinam,Tharangambadi,12.9012,79.5109,274,15,49,178,13,18,1,F
609304,62.10336,0,Kilaiyur,Nagapattinam,Tharangambadi,11.1245,79.7455,274,15,49,178,13,18,1,F
609305,62.06605,0,Mannampandal,Nagapattinam,Mayiladuthurai,11.1033,79.6911,274,15,49,178,13,18,1,F
609306,62.06564,0,Nalladai,Nagapattinam,Tharangambadi,11.013,79.7451,274,15,49,178,13,18,1,F
609307,62.03811,0,Kaliyappanallur,Nagapattinam,Tharangambadi,11.0532,79.8105,274,15,49,178,13,18,1,F
609308,62.01791,0,Iluppur,Nagapattinam,Tharangambadi,11.0182,79.7565,274,15,49,178,13,18,1,F
609309,62.00822,0,Mudikondanallur,Nagapattinam,Tharangambadi,11.1178,79.7568,233,41,70,3,30,57,13,M
609310,61.97373,0,Sendamangalam,Nagapattinam,Tharangambadi,11.0365,79.7803,233,41,70,3,30,57,13,M
609311,61.95338,0,Tirumeignanam,Nagapattinam,Tharangambadi,11.0429,79.7813,233,41,70,3,30,57,13,M
609312,61.95145,0,Eduthukatti,Nagapattinam,Tharangambadi,11.0429,79.7813,233,41,70,3,30,57,13,M
609313,61.93292,0,Tarangambadi,Nagapattinam,Tharangambadi,11.0276,79.8543,233,41,70,3,30,57,13,M
609314,61.92168,0,Kodangudi,Nagapattinam,Mayiladuthurai,11.0683,79.6795,233,41,70,3,30,57,13,M
609401,61.91925,0,Valuvur,Nagapattinam,Mayiladuthurai,11.0441,79.6381,233,41,70,3,30,57,13,M
609402,61.91568,0,Kiliyanur (Nagapattinam),Nagapattinam,Tharangambadi,11.0435,79.6816,233,41,70,3,30,57,13,M
609403,61.90026,0,A. Kiliyanur,Nagapattinam,Mayiladuthurai,11.1354,79.659,233,41,70,3,30,57,13,M
609404,61.88423,0,Peruncheri,Nagapattinam,Tharangambadi,11.0354,79.6625,233,41,70,3,30,57,13,M
609501,61.85704,0,Eravancheri,Nagapattinam,Mayiladuthurai,10.7835,79.4428,274,15,49,178,13,18,1,F
609503,61.85291,0,Ambal,Nagapattinam,Nannilam,10.9165,79.6862,274,15,49,178,13,18,1,F
609504,61.84757,0,Sannanallur,Nagapattinam,Nagapattinam,10.8494,79.7389,274,15,49,178,13,18,1,F
609601,61.84465,0,Ervadi,Nagapattinam,Nagapattinam,10.909,79.7312,274,15,49,178,13,18,1,F
609604,61.83934,0,Alathur,Nagapattinam,Nagapattinam,10.9434,79.7558,274,15,49,178,13,18,1,F
609701,61.83297,0,Pakkamkottur,Nagapattinam,Nagapattinam,10.8692,79.6716,274,15,49,178,13,18,1,F
609702,61.81688,0,Ervadi,Nagapattinam,Nagapattinam,10.909,79.7312,274,15,49,178,13,18,1,F
609703,61.78358,0,Tittachery,Nagapattinam,Nagapattinam,10.8434,79.7951,274,15,49,178,13,18,1,F
609704,61.76688,0,Tirukannapuram,Nagapattinam,Nagapattinam,10.8432,79.6968,233,41,70,3,30,57,13,M
609801,61.75605,0,Villiyanallur,Nagapattinam,Kuttalam,11.0881,79.5541,233,41,70,3,30,57,13,M
609802,61.73068,0,Narasinganpettai,Nagapattinam,Mayiladuthurai,11.0092,79.499,274,15,49,178,13,18,1,F
609803,61.72878,0,Tiruvavaduthurai,Nagapattinam,Kuttalam,11.0092,79.499,274,15,49,178,13,18,1,F
609804,61.72745,0,Thuhili,Nagapattinam,Mayiladuthurai,11.0524,79.4894,274,15,49,178,13,18,1,F
609805,61.72603,0,Komal,Nagapattinam,Mayiladuthurai,11.0212,79.5939,274,15,49,178,13,18,1,F
609806,61.71117,0,Maraiyur,Nagapattinam,Mayiladuthurai,11.0686,79.6233,233,41,70,3,30,57,13,M
609807,61.70527,0,Pandanallur,Nagapattinam,Kuttalam,10.8494,79.7389,233,41,70,3,30,57,13,M
609808,61.69854,0,Terizhandur,Nagapattinam,Mayiladuthurai,11.0092,79.499,233,41,70,3,30,57,13,M
609810,61.68942,0,Tiruvalangadu,Nagapattinam,Kuttalam,10.9279,79.6069,233,41,70,3,30,57,13,M
609811,61.68488,0,Kali,Nagapattinam,Kuttalam,11.1374,79.5805,233,41,70,3,30,57,13,M
610005,61.68177,0,Visalur,Nagapattinam,Tiruvarur,11.0263,79.7788,274,15,49,178,13,18,1,F
610101,61.68174,0,Kangalanchery,Nagapattinam,Nagapattinam,10.8184,79.693,274,15,49,178,13,18,1,F
610106,61.65457,0,Andakudi,Nagapattinam,Kilvelur,10.8494,79.7389,274,15,49,178,13,18,1,F
610201,61.64582,0,Suramangalam,Nagapattinam,Thirukkuvalai,10.8494,79.7389,233,41,70,3,30,57,13,M
610203,61.64451,0,Sithaimur,Nagapattinam,Tirukuvalai,10.5818,79.6384,233,41,70,3,30,57,13,M
610204,61.64082,0,Ettukudi,Nagapattinam,Tirukuvalai,10.8494,79.7389,233,41,70,3,30,57,13,M
610207,61.61554,0,Koilkannapur,Nagapattinam,Kilvelur,10.6519,79.6929,233,41,70,3,30,57,13,M
611001,61.59389,0,Velippalayam,Nagapattinam,Nagapattinam,10.8706,79.7716,274,15,49,178,13,18,1,F
611002,61.57048,0,Muttam,Nagapattinam,Nagapattinam,11.0694,79.6615,274,15,49,178,13,18,1,F
611003,61.5366,0,Nagapattinam Collectorate,Nagapattinam,Nagapattinam,10.8706,79.7716,233,41,70,3,30,57,13,M
611101,61.51527,0,Kakkalani,Nagapattinam,Kilvelur,10.7389,79.6952,233,41,70,3,30,57,13,M
611102,61.51115,0,Chinnathumbur,Nagapattinam,Kilvelur,10.8005,79.7043,233,41,70,3,30,57,13,M
611103,61.49008,0,Kilaiyur (Tiruvarur),Nagapattinam,Kilvelur,10.8494,79.7389,274,15,49,178,13,18,1,F
611104,61.46537,0,Kilvelur,Nagapattinam,Kilvelur,10.7672,79.7419,274,15,49,178,13,18,1,F
611105,61.43032,0,Iluppur,Nagapattinam,Kilvelur,10.7377,79.7314,274,15,49,178,13,18,1,F
611106,61.39365,0,Palaiyur,Nagapattinam,Nagapattinam,10.7879,79.8126,233,41,70,3,30,57,13,M
611108,61.373,0,Perunkadambanur,Nagapattinam,Nagapattinam,10.7932,79.7966,233,41,70,3,30,57,13,M
611109,61.36235,0,Radhamangalam,Nagapattinam,Kilvelur,10.7208,79.7531,233,41,70,3,30,57,13,M
611110,61.30873,0,Tirupundi,Nagapattinam,Kilvelur,10.6265,79.8118,274,15,49,178,13,18,1,F
611111,61.30043,0,Vailankanni,Nagapattinam,Kilvelur,10.6833,79.8333,274,15,49,178,13,18,1,F
611112,61.27819,0,Pudupalli,Nagapattinam,Nagapattinam,10.597,79.8349,274,15,49,178,13,18,1,F
612102,61.25752,0,Tirumangalakudi,Nagapattinam,Kuttalam,9.7609,78.8896,233,41,70,3,30,57,13,M
612201,61.25225,0,Konerirajapuram,Nagapattinam,Mayiladuthurai,10.9745,79.5385,233,41,70,3,30,57,13,M
612203,61.22128,0,Palaiyur,Nagapattinam,Mayiladuthurai,10.9945,79.5661,233,41,70,3,30,57,13,M
613702,61.18952,0,Tiruvidavasal,Nagapattinam,Tiruvarur,10.8656,79.4781,233,41,70,3,30,57,13,M
614707,61.17967,0,Adanur,Nagapattinam,Vedaraniam,10.3682,79.8111,233,41,70,3,30,57,13,M
614711,61.14983,0,Thulasapuram,Nagapattinam,Tiruturaipundi,10.5303,79.7057,274,15,49,178,13,18,1,F
614712,61.11441,0,Manakudi,Nagapattinam,Vedaraniam,10.8494,79.7389,274,15,49,178,13,18,1,F
614714,61.08008,0,Vanduvancheri,Nagapattinam,Vedaraniam,10.4292,79.6498,233,41,70,3,30,57,13,M
614716,61.00777,0,Vadamalaimanakadu,Nagapattinam,Tiruturaipundi,10.5032,79.6609,274,15,49,178,13,18,1,F
614806,60.99779,0,Chettipulam,Nagapattinam,Vedaranyam,10.4722,79.7401,274,15,49,178,13,18,1,F
614807,60.93624,0,Kodiakkarai,Nagapattinam,Vedaraniam,10.5789,79.3245,233,41,70,3,30,57,13,M
614808,60.92192,0,Nagakudaiyan,Nagapattinam,Vedaraniam,10.5789,79.3245,233,41,70,3,30,57,13,M
614809,60.9028,0,Sembodai,Nagapattinam,Vedaraniam,10.4532,79.8299,233,41,70,3,30,57,13,M
614810,60.85676,0,Vedaraniam,Nagapattinam,Vedaraniam,10.3721,79.851,274,15,49,178,13,18,1,F
609405,60.79059,0,Injikudi,Tiruvarur,Nannilam,10.9629,79.6608,275,22,64,149,10,27,3,F
609502,60.74477,0,Alangudi,Tiruvarur,Nannilam,10.8958,79.6272,191,28,83,3,18,55,4,M
609603,60.65689,0,Velangudi,Tiruvarur,Nannilam,10.9775,79.7453,275,22,64,149,10,27,3,F
609608,60.65517,0,Kollapuram,Tiruvarur,Nannilam,10.9606,79.7084,275,22,64,149,10,27,3,F
610001,60.64897,0,Madapuram,Tiruvarur,Thiruvarur,10.6797,79.536,275,22,64,149,10,27,3,F
610003,60.62707,0,Kidarankondan,Tiruvarur,Thiruvarur,10.6797,79.536,191,28,83,3,18,55,4,M
610004,60.62318,0,Tiruvarur Collectorate,Tiruvarur,Tiruvarur,11.6906,79.7668,191,28,83,3,18,55,4,M
610102,60.58638,0,Kamalapuram (Tiruvarur),Tiruvarur,Kodavasal,10.738,79.5742,191,28,83,3,18,55,4,M
610103,60.57124,0,Mangudi,Tiruvarur,Tiruvarur,10.7261,79.6323,275,22,64,149,10,27,3,F
610104,60.55239,0,Kattur,Tiruvarur,Kodavasal,10.7907,79.6012,275,22,64,149,10,27,3,F
610105,60.52736,0,Valkkai,Tiruvarur,Nannilam,10.8867,79.5651,275,22,64,149,10,27,3,F
610107,60.49436,0,Pakkamparuthiyur,Tiruvarur,Kodavasal,10.9801,79.4842,191,28,83,3,18,55,4,M
610109,60.47013,0,Pulivalam (Tiruvarur),Tiruvarur,Tiruvarur,10.7525,79.6352,191,28,83,3,18,55,4,M
610202,60.45171,0,Komal,Tiruvarur,Tiruturipundi,10.6374,79.6317,275,22,64,149,10,27,3,F
610205,60.40705,0,Tirunellikaval,Tiruvarur,Thiruthuraipoondi,10.6549,79.6335,275,22,64,149,10,27,3,F
610206,60.38544,0,Harischandrapuram,Tiruvarur,Nidamangalam,10.7007,79.5885,191,28,83,3,18,55,4,M
612601,60.35413,0,Kodavasal,Tiruvarur,Kodavasal,10.8616,79.4796,191,28,83,3,18,55,4,M
612603,60.31731,0,Simili,Tiruvarur,Kodavasal,10.8318,79.5301,191,28,83,3,18,55,4,M
612604,60.26901,0,Sidakkamangalam,Tiruvarur,Kodavasal,10.9076,79.5344,275,22,64,149,10,27,3,F
612605,60.23818,0,Tiruchirai,Tiruvarur,Kodavasal,10.8866,79.3494,275,22,64,149,10,27,3,F
612610,60.22303,0,Pudukudi,Tiruvarur,Kodavasal,10.6797,79.536,275,22,64,149,10,27,3,F
612701,60.20492,0,Govindakudi,Tiruvarur,Valangaman,10.9102,79.3393,191,28,83,3,18,55,4,M
612801,60.18792,0,Mathur-NID,Tiruvarur,Valangaman,10.9501,79.3358,191,28,83,3,18,55,4,M
612802,60.17335,0,Muniyur,Tiruvarur,Valangaman,10.8325,79.3107,191,28,83,3,18,55,4,M
612803,60.13416,0,Kalanjimodu,Tiruvarur,Mannargudi,10.709,79.422,275,22,64,149,10,27,3,F
612804,60.09578,0,Chandrasekarapuram,Tiruvarur,Valangaman,10.9501,79.3358,275,22,64,149,10,27,3,F
613701,60.05447,0,Mukundanur,Tiruvarur,Kodavasal,10.987,79.7217,191,28,83,3,18,55,4,M
613703,60.02216,0,Koradacheri,Tiruvarur,Tiruvarur,10.7702,79.4916,191,28,83,3,18,55,4,M
613704,60.01192,0,Kalyanamahadevi,Tiruvarur,Tiruvarur,10.7335,79.6007,275,22,64,149,10,27,3,F
613705,59.99976,0,Barakadabad,Tiruvarur,Kodavasal,10.8221,79.4681,275,22,64,149,10,27,3,F
614001,59.97959,0,Mannargudi H.O,Tiruvarur,Mannargudi,10.4949,79.4256,191,28,83,3,18,55,4,M
614013,59.93515,0,Pullavarayankudikadu,Tiruvarur,Nidamangalam,10.7012,79.3633,191,28,83,3,18,55,4,M
614014,59.90327,0,Savalakkaran,Tiruvarur,Nidamangalam,10.6843,79.4799,191,28,83,3,18,55,4,M
614015,59.88438,0,Paravakottai,Tiruvarur,Mannargudi,10.5553,79.1293,275,22,64,149,10,27,3,F
614016,59.87675,0,Nagai,Tiruvarur,Mannargudi,10.6455,79.4202,275,22,64,149,10,27,3,F
614017,59.83807,0,Elavanur,Tiruvarur,Mannargudi,10.6797,79.536,191,28,83,3,18,55,4,M
614018,59.82278,0,Thalikottai,Tiruvarur,Mannargudi,10.2692,79.2372,191,28,83,3,18,55,4,M
614019,59.7997,0,Vaduvur,Tiruvarur,Mannargudi,10.6975,79.3331,191,28,83,3,18,55,4,M
614020,59.79146,0,Tenparai,Tiruvarur,Mannargudi,10.5562,79.4884,275,22,64,149,10,27,3,F
614101,59.78073,0,Koothanallur,Tiruvarur,Mannargudi,10.7199,79.5157,275,22,64,149,10,27,3,F
614102,59.70725,0,Vadakovanur,Tiruvarur,Nidamangalam,10.6923,79.5054,191,28,83,3,18,55,4,M
614103,59.69333,0,Adangudi,Tiruvarur,Nidamangalam,10.7332,79.5019,191,28,83,3,18,55,4,M
614208,59.68257,0,Nallur,Tiruvarur,Valangaman,10.9238,79.3003,191,28,83,3,18,55,4,M
614302,59.67394,0,Vadakarai Alathur,Tiruvarur,Valangaman,10.8609,79.273,191,28,83,3,18,55,4,M
614403,59.66931,0,Kovilvenni,Tiruvarur,Nidamangalam,10.7811,79.3596,191,28,83,3,18,55,4,M
614404,59.65814,0,Narthangudi,Tiruvarur,Valangaman,10.777,79.4346,275,22,64,149,10,27,3,F
614702,59.59423,0,Devadanam,Tiruvarur,Tiruturaipundi,10.4863,79.5325,275,22,64,149,10,27,3,F
614703,59.58625,0,Kunnalur,Tiruvarur,Tiruturaipundi,10.4689,79.6218,191,28,83,3,18,55,4,M
614704,59.5559,0,Pettai,Tiruvarur,Thiruthuraipoondi,10.6797,79.536,191,28,83,3,18,55,4,M
614705,59.5307,0,Palaiyur,Tiruvarur,Mannargudi,10.5266,79.4983,275,22,64,149,10,27,3,F
614706,59.50733,0,Thillaivilagam South,Tiruvarur,Thiruthuraipoondi,10.5452,79.4941,275,22,64,149,10,27,3,F
614708,59.47795,0,Kottur (Tiruvarur),Tiruvarur,Mannargudi,10.5452,79.4941,275,22,64,149,10,27,3,F
614710,59.4481,0,Naruvelikalappal,Tiruvarur,Mannargudi,10.5268,79.5504,191,28,83,3,18,55,4,M
614713,59.38059,0,Tiruturaipundi Bazaar,Tiruvarur,Thiruthuraipoondi,10.6133,79.326,191,28,83,3,18,55,4,M
614715,59.37354,0,Divammapuram,Tiruvarur,Tiruturaipundi,10.5529,79.6284,191,28,83,3,18,55,4,M
614717,59.30328,0,Vattar,Tiruvarur,Mannargudi,10.5755,79.5283,275,22,64,149,10,27,3,F
614738,59.26931,0,Jambavanodai,Tiruvarur,Tiruturaipundi,10.5682,79.4143,191,28,83,3,18,55,4,M
614903,59.26814,0,Melanammankurichi,Tiruvarur,Pattukottai,10.4882,79.4044,191,28,83,3,18,55,4,M
612001,59.18596,0,Ullur,Thanjavur,Kumbakonam,10.9706,79.4063,564,33,137,312,23,50,9,F
612002,59.14653,0,Melakaveri H.O,Thanjavur,Kumbakonam,10.9706,79.4063,564,33,137,312,23,50,9,F
612101,59.14447,0,Melaiyur,Thanjavur,Tiruvidamarudur,10.9903,79.5024,468,66,206,6,45,125,20,M
612103,59.11701,0,Umamaheswarapuram,Thanjavur,Kumbakonam,10.9858,79.4102,468,66,206,6,45,125,20,M
612104,59.10826,0,Andalampettai,Thanjavur,Thiruvidaimarudur,10.9763,79.4545,468,66,206,6,45,125,20,M
612105,59.08258,0,Veppathur,Thanjavur,Thiruvidaimarudur,11.0161,79.4418,564,33,137,312,23,50,9,F
612106,59.07373,0,Kadiramangalam,Thanjavur,Tiruvidamarudur,11.0706,79.5318,564,33,137,312,23,50,9,F
612202,59.06358,0,Ammangudi,Thanjavur,Tiruvidamarudur,10.9528,79.4957,564,33,137,312,23,50,9,F
612204,59.04327,0,Sannapuram,Thanjavur,Kumbakonam,10.9741,79.4386,564,33,137,312,23,50,9,F
612301,59.02583,0,Pullabudangudi,Thanjavur,Papanasam,10.9717,79.3028,468,66,206,6,45,125,20,M
612302,59.00828,0,Kottaiyur,Thanjavur,Kumbakonam,10.9685,79.3576,468,66,206,6,45,125,20,M
612303,58.97999,0,Innambur,Thanjavur,Kumbakonam,10.981,79.338,468,66,206,6,45,125,20,M
612401,58.96226,0,Sakkottai,Thanjavur,Kumbakonam,10.943,79.3993,564,33,137,312,23,50,9,F
612402,58.92789,0,Tippirajapuram,Thanjavur,Kumbakonam,10.9093,79.4052,564,33,137,312,23,50,9,F
612501,58.91362,0,Asoor,Thanjavur,Kumbakonam,11.703,79.4,564,33,137,312,23,50,9,F
612502,58.86853,0,Mullangudi,Thanjavur,Tirupanandal,11.15,79.4803,564,33,137,312,23,50,9,F
612503,58.86539,0,Maharajapuram,Thanjavur,Tirupanandal,10.875,78.9981,564,33,137,312,23,50,9,F
612504,58.84673,0,Manikudi,Thanjavur,Tirupanandal,11.0677,79.4253,468,66,206,6,45,125,20,M
612602,58.82037,0,Tirunaraiyur,Thanjavur,Tiruvidamarudur,10.9195,79.4401,468,66,206,6,45,125,20,M
612702,58.77799,0,Darasuram,Thanjavur,Kumbakonam,10.9499,79.3561,564,33,137,312,23,50,9,F
612703,58.77365,0,Patteeswaram,Thanjavur,Kumbakonam,10.93,79.3477,564,33,137,312,23,50,9,F
613001,58.74879,0,Manambuchavadi,Thanjavur,Thanjavur,10.7817,79.1512,468,66,206,6,45,125,20,M
613002,58.71708,0,Kalimedu,Thanjavur,Thanjavur,10.6716,79.2413,564,33,137,312,23,50,9,F
613003,58.68766,0,Tittai,Thanjavur,Thiruvaiyaru,10.8365,79.1709,564,33,137,312,23,50,9,F
613004,58.65143,0,Manojipatti,Thanjavur,Thanjavur,10.7661,79.0958,564,33,137,312,23,50,9,F
613005,58.63774,0,Raja Serfoji Govt College,Thanjavur,Thanjavur,10.8553,79.1064,564,33,137,312,23,50,9,F
613006,58.6178,0,Vilar,Thanjavur,Thanjavur,10.7313,79.1554,468,66,206,6,45,125,20,M
613007,58.57838,0,Voc Nagar,Thanjavur,Thanjavur,10.8553,79.1064,468,66,206,6,45,125,20,M
613008,58.56019,0,Thanjavur North Gate,Thanjavur,Thanjavur,10.8553,79.1064,468,66,206,6,45,125,20,M
613009,58.55693,0,Srinivasapuram,Thanjavur,Thanjavur,10.9235,79.4329,468,66,206,6,45,125,20,M
613010,58.54772,0,Tamil University,Thanjavur,Thanjavur,10.8553,79.1064,564,33,137,312,23,50,9,F
613101,58.54227,0,Konerirajapuram,Thanjavur,Thiruvaiyaru,10.8571,79.014,564,33,137,312,23,50,9,F
613102,58.51308,0,Thogur,Thanjavur,Thiruvaiyaru,10.1665,78.6746,564,33,137,312,23,50,9,F
613103,58.50016,0,Thiruvalampozhil,Thanjavur,Thiruvaiyaru,10.7531,78.9445,564,33,137,312,23,50,9,F
613104,58.46692,0,Kandamangalam,Thanjavur,Thiruvaiyaru,10.8423,78.978,564,33,137,312,23,50,9,F
613105,58.43497,0,Poondi-TPL,Thanjavur,Thiruvaiyaru,10.8681,78.955,468,66,206,6,45,125,20,M
613201,58.41554,0,Kalyanapuram,Thanjavur,Thiruvaiyaru,10.8692,79.1088,468,66,206,6,45,125,20,M
613202,58.37762,0,Kandiyur,Thanjavur,Thiruvaiyaru,10.8609,79.1083,468,66,206,6,45,125,20,M
613203,58.36322,0,Vaidyanathanpettai,Thanjavur,Thiruvaiyaru,10.8876,79.0604,468,66,206,6,45,125,20,M
613204,58.35506,0,Someswarapuram,Thanjavur,Papanasam,10.9193,79.1543,468,66,206,6,45,125,20,M
613205,58.31289,0,Arkadu,Thanjavur,Thiruvaiyaru,10.6716,79.2413,564,33,137,312,23,50,9,F
613303,58.30199,0,Kurungulam,Thanjavur,Thanjavur,10.6542,79.0995,564,33,137,312,23,50,9,F
613401,58.28511,0,Vallam Pudur,Thanjavur,Thanjavur,10.7077,79.0212,564,33,137,312,23,50,9,F
613402,58.26764,0,Rayamundanpatti,Thanjavur,Thanjavur,10.7659,78.8966,468,66,206,6,45,125,20,M
613403,58.21862,0,Chennampatti,Thanjavur,Thanjavur,10.6974,79.0422,468,66,206,6,45,125,20,M
613501,58.19796,0,Pulavarnatham,Thanjavur,Papanasam,10.7581,79.201,468,66,206,6,45,125,20,M
613502,58.18744,0,Jambugambalpuram,Thanjavur,Papanasam,10.7423,79.2398,564,33,137,312,23,50,9,F
613503,58.15953,0,Sri Pushpam College,Thanjavur,Papanasam,10.7817,79.2462,564,33,137,312,23,50,9,F
613504,58.1577,0,Palliyur,Thanjavur,Papanasam,10.8135,79.2814,564,33,137,312,23,50,9,F
613601,58.0863,0,Alakkudi,Thanjavur,Thanjavur,10.7744,79.0522,564,33,137,312,23,50,9,F
613602,58.06831,0,Avarampatti,Thanjavur,Thanjavur,10.7584,78.9619,468,66,206,6,45,125,20,M
614201,58.01072,0,Ayyampet,Thanjavur,Papanasam,10.8967,79.1943,564,33,137,312,23,50,9,F
614202,58.00624,0,Manalur,Thanjavur,Papanasam,10.921,79.173,564,33,137,312,23,50,9,F
614203,57.97351,0,Sathyamangalam,Thanjavur,Papanasam,10.6716,79.2413,564,33,137,312,23,50,9,F
614204,57.95393,0,Pandaravadai,Thanjavur,Papanasam,10.9163,79.2399,468,66,206,6,45,125,20,M
614205,57.94944,0,Papanasam West,Thanjavur,Papanasam,10.9851,78.9832,468,66,206,6,45,125,20,M
614206,57.93876,0,Pasupathikoil,Thanjavur,Papanasam,10.8621,79.1586,468,66,206,6,45,125,20,M
614207,57.93548,0,Rajaghiri,Thanjavur,Papanasam,10.9851,78.9832,564,33,137,312,23,50,9,F
614210,57.92785,0,Valoothoor,Thanjavur,Papanasam,10.9851,78.9832,564,33,137,312,23,50,9,F
614211,57.91519,0,Chakrapalli,Thanjavur,Papanasam,10.9851,78.9832,564,33,137,312,23,50,9,F
614301,57.90991,0,Nariyanur,Thanjavur,Papanasam,10.8489,79.2181,564,33,137,312,23,50,9,F
614303,57.88426,0,Vembakudi,Thanjavur,Papanasam,10.8759,79.2163,564,33,137,312,23,50,9,F
614401,57.87355,0,Ammapet,Thanjavur,Papanasam,10.7948,79.3199,564,33,137,312,23,50,9,F
614402,57.85251,0,Tirukoilpathu,Thanjavur,Papanasam,10.7656,79.3219,468,66,206,6,45,125,20,M
614601,57.80747,0,Pattukottai H.O,Thanjavur,Pattukottai,10.3986,79.2456,468,66,206,6,45,125,20,M
614602,57.80627,0,Alivalam,Thanjavur,Pattukottai,10.4171,79.2688,564,33,137,312,23,50,9,F
614612,57.74404,0,Perumagalur,Thanjavur,Peravurani,10.4315,79.2314,564,33,137,312,23,50,9,F
614613,57.68321,0,Tamarankottai,Thanjavur,Pattukottai,10.3985,79.4004,468,66,206,6,45,125,20,M
614614,57.63786,0,Uranipuram,Thanjavur,Orathanadu,10.488,79.2016,564,33,137,312,23,50,9,F
614615,57.59953,0,Aladikkumulai,Thanjavur,Pattukottai,10.4777,79.2669,564,33,137,312,23,50,9,F
614623,57.58126,0,Paingal,Thanjavur,Peravurni,10.287,79.1301,564,33,137,312,23,50,9,F
614625,57.5641,0,Pulavankadu,Thanjavur,Orattanad,10.5754,79.2689,564,33,137,312,23,50,9,F
614626,57.49326,0,Cholagankarai,Thanjavur,Orathanadu,10.5211,79.2512,564,33,137,312,23,50,9,F
614628,57.45361,0,Tiruchitrambalam,Thanjavur,Peravurni,10.4261,79.2084,564,33,137,312,23,50,9,F
614701,57.39977,0,Adirampattinam,Thanjavur,Pattukottai,10.3406,79.3791,468,66,206,6,45,125,20,M
614723,57.30068,0,Andikadu,Thanjavur,Peravurni,10.282,79.3122,468,66,206,6,45,125,20,M
614802,57.28553,0,Nadiyam,Thanjavur,Peravurni,10.2744,79.2782,468,66,206,6,45,125,20,M
614803,57.27949,0,Ottangadu,Thanjavur,Peravurni,10.3469,79.2466,564,33,137,312,23,50,9,F
614804,57.25688,0,Kalagam,Thanjavur,Peravurni,10.3193,79.2422,564,33,137,312,23,50,9,F
614901,57.19358,0,Sendankadu,Thanjavur,Pattukottai,10.4699,79.3386,564,33,137,312,23,50,9,F
614902,57.16581,0,Pinnaiyur,Thanjavur,Orattanad,10.5825,79.2201,564,33,137,312,23,50,9,F
614904,57.0506,0,Melauluvur,Thanjavur,Orathanadu,11.4375,78.6248,468,66,206,6,45,125,20,M
614905,57.02975,0,Vadaseri,Thanjavur,Orattanad,10.5715,79.3815,468,66,206,6,45,125,20,M
614906,57.00433,0,Nattuchalai,Thanjavur,Pattukottai,10.4571,79.3728,468,66,206,6,45,125,20,M
613301,56.99046,0,Valavampatti,Pudukkottai,Gandarvakottai,10.5605,78.9903,133,11,44,1,24,47,6,M
614616,56.9286,0,Memangalam,Pudukkottai,Arantangi,10.3586,78.8812,133,11,44,1,24,47,6,M
614617,56.81701,0,Vichchur,Pudukkottai,Manamelkudi,10.3586,78.8812,133,11,44,1,24,47,6,M
614618,56.80331,0,Amaradakki,Pudukkottai,Avadaiyarkoil,10.4315,79.2314,133,11,44,1,24,47,6,M
614619,56.77573,0,Jegathapattinam,Pudukkottai,Manamelkudi,10.4315,79.2314,201,10,29,125,19,17,1,F
614620,56.76975,0,Vellore,Pudukkottai,Manamelkudi,10.3586,78.8812,201,10,29,125,19,17,1,F
614621,56.76812,0,Poyyadanallur,Pudukkottai,Manamelkudi,10.3586,78.8812,201,10,29,125,19,17,1,F
614622,56.74644,0,Silattur,Pudukkottai,Arantangi,10.2276,78.9924,201,10,29,125,19,17,1,F
614624,56.70184,0,Keeramangalam,Pudukkottai,Aranthangi,10.2863,79.0989,133,11,44,1,24,47,6,M
